WPM,accuracy,keystrokes,keypos,keyneg
1.1020408163265305,1.051792364990689,1.0597014925373134,1.1147540983606556,0.5
1.0952380952380953,1.0402798149610741,1.0576923076923077,1.0950118764845607,0.723404255319149
1.0980392156862746,1.0418428666815047,1.0472727272727274,1.0856031128404668,0.5
